GeneA,GeneB
P05412,Q04206
P05412,Q05925
P05412,Q06481
P05412,Q08211
P05412,Q09472
P05412,Q12873
P05412,Q12933
P05412,Q13098
P05412,Q13233
P05412,Q13285
P05412,Q13330
P05412,Q13469
P05412,Q13485
P05412,Q13526
P05412,Q13547
P05412,Q13569
P05412,Q13572
P05412,Q13765
P05412,Q13950
P05412,Q13951
P05412,Q14494
P05412,Q14498
P05412,Q14677
P05412,Q14686
P05412,Q14765
P05412,Q15139
P05412,Q15276
P05412,Q15349
P05412,Q15532
P05412,Q15583
P05412,Q15596
P05412,Q15650
P05412,Q15744
P05412,Q15751
P05412,Q15759
P05412,Q15788
P05412,Q15796
P05412,Q16236
P05412,Q16288
P05412,Q16520
P05412,Q16665
P05412,Q2Y0W8
P05412,Q5TA31
P05412,Q66LE6
P05412,Q6EEV6
P05412,Q6STE5
P05412,Q6VY07
P05412,Q71U36
P05412,Q7L5N1
P05412,Q8IW41
P05412,Q8IWZ6
P05412,Q8N1L9
P05412,Q8N3C0
P05412,Q8N9N2
P05412,Q8NC96
P05412,Q8NEZ4
P05412,Q8NHM5
P05412,Q8NHY2
P05412,Q8WUY8
P05412,Q8WX92
P05412,Q8WYK2
P05412,Q92769
P05412,Q92793
P05412,Q92905
P05412,Q93008
P05412,Q969H0
P05412,Q96EB6
P05412,Q96ED9
P05412,Q96GM5
P05412,Q96J02
P05412,Q99259
P05412,Q99576
P05412,Q99627
P05412,Q99814
P05412,Q99816
P05412,Q99966
P05412,Q99986
P05412,Q9BQG0
P05412,Q9BT78
P05412,Q9BTC8
P05412,Q9H1I8
P05412,Q9HD26
P05412,Q9NR30
P05412,Q9NR55
P05412,Q9NRH2
P05412,Q9NRL3
P05412,Q9NXK8
P05412,Q9UBW8
P05412,Q9UGU0
P05412,Q9UI36
P05412,Q9UJY5
P05412,Q9UKV0
P05412,Q9UPN3
P05412,Q9UPY8
P05412,Q9UQ07
P05412,Q9Y5Q3
P05412,Q9Y618
P05412,Q9Y6Q9
P05413,P05556
P05413,P08648
P05413,P0CG48
P05413,P16144
P05413,P17301
P05413,P22736
P05413,P37198
P05413,P53350
P05413,P56199
P05413,Q59H18
P05413,Q86VK0
P05413,Q9UK41
P05423,P0CG48
P05423,P11142
P05423,P18847
P05423,P19388
P05423,P27695
P05423,P31260
P05423,P31274
P05423,P35548
P05423,P52434
P05423,P61218
P05423,P61956
P05423,Q15750
P05423,Q15759
P05423,Q15796
P05423,Q96IT1
P05423,Q99729
P05423,Q9BQY4
P05423,Q9BUI4
P05423,Q9H1D9
P05423,Q9NVU0
P05423,Q9NW08
P05423,Q9Y2S0
P05423,Q9Y2Y1
P05423,Q9Y535
P05423,Q9Y5X4
P05451,Q06141
P05451,Q8NHY2
P05452,P05783
P05452,P14210
P05452,P20073
P05452,P23443
P05452,P24522
P05452,P38936
P05452,P49841
P05452,Q01804
P05452,Q92882
P05452,Q92913
P05452,Q99962
P05452,Q9UK32
P05452,Q9Y2W1
P05455,P0CG48
P05455,P10155
P05455,P10451
P05455,P16104
P05455,P16871
P05455,P17096
P05455,P19338
P05455,P19525
P05455,P20718
P05455,P22392
P05455,P24941
P05455,P28702
P05455,P35226
P05455,P39687
P05455,P40337
P05455,P48431
P05455,P50402
P05455,P51858
P05455,P61758
P05455,P61956
P05455,P63104
P05455,P67775
P05455,P67870
P05455,P68400
P05455,P98170
P05455,Q01892
P05455,Q13148
P05455,Q13616
P05455,Q13617
P05455,Q13618
P05455,Q13620
P05455,Q14164
P05455,Q14247
P05455,Q15022
P05455,Q15046
P05455,Q15126
P05455,Q15717
P05455,Q15843
P05455,Q16656
P05455,Q6ZW49
P05455,Q86VP6
P05455,Q8TAT6
P05455,Q92696
P05455,Q92905
P05455,Q92956
P05455,Q99496
P05455,Q99558
P05455,Q99728
P05455,Q9HCE7
P05455,Q9NRC8
P05455,Q9NX58
P05455,Q9P0W5
P05455,Q9UBT2
P05455,Q9UHX1
P05455,Q9Y478
P05455,Q9Y4K3
P05455,Q9Y6D6
P05496,P0CG48
P05538,P0CG48
P05543,P36021
P05546,P08246
P05546,P08311
P05549,P06400
P05549,P06748
P05549,P08047
P05549,P0CG48
P05549,P21579
P05549,P25054
P05549,P25490
P05549,P29466
P05549,P35222
P05549,P35659
P05549,P37231
P05549,P38398
P05549,P42566
P05549,P42574
P05549,P55212
P05549,P61956
P05549,P63165
P05549,P63279
P05549,P67809
P05549,P98082
P05549,Q00610
P05549,Q09472
P05549,Q15717
P05549,Q5SW96
P05549,Q6EEV6
P05549,Q719H9
P05549,Q96QZ7
P05549,Q96RK1
P05549,Q99814
P05549,Q99967
P05549,Q9H0M0
P05549,Q9HD15
P05549,Q9P0V3
P05549,Q9P2P5
P05549,Q9Y6I3
P05549,Q9Y6K1
P05556,P06733
P05556,P06756
P05556,P07948
P05556,P07996
P05556,P08069
P05556,P08195
P05556,P08253
P05556,P08648
P05556,P08962
P05556,P09382
P05556,P0CG48
P05556,P10451
P05556,P10809
P05556,P11177
P05556,P12814
P05556,P13611
P05556,P13612
P05556,P15336
P05556,P15529
P05556,P15531
P05556,P15927
P05556,P16035
P05556,P16070
P05556,P16671
P05556,P17252
P05556,P17301
P05556,P17813
P05556,P18031
P05556,P18206
P05556,P19320
P05556,P20339
P05556,P21333
P05556,P21926
P05556,P21980
P05556,P23142
P05556,P23229
P05556,P25391
P05556,P26006
P05556,P27694
P05556,P27701
P05556,P27824
P05556,P30101
P05556,P31946
P05556,P32927
P05556,P35240
P05556,P35244
P05556,P35916
P05556,P46109
P05556,P48509
P05556,P49023
P05556,P53708
P05556,P55072
P05556,P56199
P05556,P57735
P05556,P60033
P05556,P60981
P05556,P63244
P05556,P78536
P05556,P98160
P05556,Q02156
P05556,Q03405
P05556,Q05397
P05556,Q08380
P05556,Q08722
P05556,Q12929
P05556,Q13017
P05556,Q13418
P05556,Q13683
P05556,Q13797
P05556,Q14118
P05556,Q14192
P05556,Q14773
P05556,Q15717
P05556,Q63HR2
P05556,Q71U36
P05556,Q7Z6G8
P05556,Q8CIB5
P05556,Q92930
P05556,Q99704
P05556,Q9BY76
P05556,Q9H0F6
P05556,Q9HAU5
P05556,Q9NPI5
P05556,Q9NRD1
P05556,Q9NZQ3
P05556,Q9UBP9
P05556,Q9UK22
P05556,Q9UKP3
P05556,Q9UKX5
P05556,Q9UL25
P05556,Q9Y3P9
P05556,Q9Y490
P05556,Q9Y6C2
P05771,P06127
P05771,P06400
P05771,P06493
P05771,P06730
P05771,P07305
P05771,P07355
P05771,P07900
P05771,P07948
P05771,P08238
P05771,P0CG48
P05771,P10721
P05771,P11171
P05771,P11388
P05771,P13591
P05771,P14598
P05771,P16401
P05771,P17302
P05771,P17677
P05771,P18507
P05771,P19438
P05771,P20073
P05771,P20700
P05771,P22460
P05771,P25098
P05771,P26010
P05771,P28329
P05771,P29966
P05771,P30086
P05771,P32927
P05771,P33241
P05771,P34741
P05771,P34932
P05771,P35813
P05771,P41180
P05771,P41220
P05771,P41594
P05771,P46013
P05771,P47870
P05771,P48551
P05771,P49757
P05771,P49840
P05771,P49841
P05771,P54274
P05771,P55042
P05771,P56537
P05771,P57078
P05771,P61764
P05771,P61981
P05771,P62136
P05771,P62714
P05771,P63244
P05771,P68431
P05771,P98082
P05771,Q02539
P05771,Q02742
P05771,Q03113
P05771,Q05586
P05771,Q05655
P05771,Q06124
P05771,Q06187
P05771,Q13009
P05771,Q13224
P05771,Q13813
P05771,Q13873
P05771,Q14344
P05771,Q15257
P05771,Q16625
P05771,Q16659
P05771,Q5JVS0
P05771,Q5T7P8
P05771,Q6ZVD8
P05771,Q8IV61
P05771,Q8N556
P05771,Q8WV44
P05771,Q92686
P05771,Q92769
P05771,Q96EP0
P05771,Q96HC4
P05771,Q99418
P05771,Q9BSI4
P05771,Q9BXL7
P05771,Q9BYM8
P05771,Q9NR12
P05771,Q9NSE2
P05771,Q9P2D0
P05771,Q9ULU4
P05771,Q9UQ80
P05771,Q9Y6K9
P05783,A5YKK6
P05783,P05787
P05783,P06493
P05783,P08107
P05783,P0CG48
P05783,P11021
P05783,P12830
P05783,P13612
P05783,P13647
P05783,P15336
P05783,P15924
P05783,P17252
P05783,P19012
P05783,P19320
P05783,P20333
P05783,P22681
P05783,P23258
P05783,P23508
P05783,P27348
P05783,P28799
P05783,P29353
P05783,P31946
P05783,P34932
P05783,P35228
P05783,P35250
P05783,P42574
P05783,P50914
P05783,P51812
P05783,P52292
P05783,P55210
P05783,P55212
P05783,P55854
P05783,P61956
P05783,P61981
P05783,P62258
P05783,P62993
P05783,P63104
P05783,P63165
P05783,P98161
P05783,Q00688
P05783,Q00839
P05783,Q02156
P05783,Q04917
P05783,Q09472
P05783,Q13045
P05783,Q13501
P05783,Q13835
P05783,Q14094
P05783,Q14161
P05783,Q14790
P05783,Q14CN4
P05783,Q15051
P05783,Q15628
P05783,Q15834
P05783,Q16539
P05783,Q504Q3
P05783,Q5VU43
P05783,Q6PKC3
P05783,Q8IUC4
P05783,Q8IWZ6
P05783,Q8IYI6
P05783,Q8N2W9
P05783,Q8NFA0
P05783,Q8NFJ9
P05783,Q92499
P05783,Q92837
P05783,Q96GM5
P05783,Q96MU7
P05783,Q96PM5
P05783,Q96RK4
P05783,Q99459
P05783,Q99757
P05783,Q99816
P05783,Q99959
P05783,Q9BT92
P05783,Q9BVR6
P05783,Q9BXC9
P05783,Q9H307
P05783,Q9HAU5
P05783,Q9NUX5
P05783,Q9UGJ1
P05783,Q9UM73
P05783,Q9UMD9
P05783,Q9UQM7
P05783,Q9Y224
P05783,Q9Y3I0
P05783,Q9Y446
P05783,Q9Y5B8
P05783,Q9Y6K9
P05787,P0CG48
P05787,P11021
P05787,P11532
P05787,P12830
P05787,P13569
P05787,P13612
P05787,P15336
P05787,P15924
P05787,P19320
P05787,P22607
P05787,P27348
P05787,P27361
P05787,P27695
P05787,P28482
P05787,P35228
P05787,P45983
P05787,P46108
P05787,P52292
P05787,P55854
P05787,P61956
P05787,P62993
P05787,P63165
P05787,P98161
P05787,Q01804
P05787,Q02156
P05787,Q04695
P05787,Q07157
P05787,Q12815
P05787,Q13501
P05787,Q13835
P05787,Q13895
P05787,Q15051
P05787,Q16539
P05787,Q504Q3
P05787,Q8NFA0
P05787,Q8TCJ0
P05787,Q8TF42
P05787,Q8WXK4
P05787,Q96PM5
P05787,Q96RG2
P05787,Q99959
P05787,Q9BT92
P05787,Q9H0R6
P05787,Q9H307
P05787,Q9NRB6
P05787,Q9Y6K9
P05813,P26998
P05813,P43320
P05813,P53674
P05814,P05814
P05814,P06493
P05814,P07498
P05814,P32121
P05814,P49407
P05814,P51955
P05814,P53350
P05814,P60953
P05814,P62993
P05814,P63000
P05814,P67870
P05814,P68400
P05814,Q13616
P05814,Q13620
P05814,Q13952
P05814,Q86SG6
P05814,Q96PY6
P05814,Q9H0E2
P05814,Q9UBW8
P05814,Q9UNI1
P05937,P29218
P05937,P42574
P05937,Q01668
P05937,Q15051
P05937,Q96S59
P05937,Q9H1D0
P05937,Q9NQA5
P05937,Q9Y6K9
P05976,P0CG48
P05976,P11171
P05976,P19320
P05976,P57740
P05976,P62736
P05976,P68133
P05976,Q15019
P05976,Q15327
P05976,Q9UBT2
P05981,P08709
P05981,P14210
P05981,P43220
P05997,P0CG48
P05997,P13497
P05997,Q08345
P06028,Q02094
P06126,P61769
P06126,Q9HAC8
P06126,Q9NXV2
P06127,P06239
P06127,P06241
P06127,P06729
P06127,P11912
P06127,P15498
P06127,P17252
P06127,P20936
P06127,P20963
P06127,P21854
P06127,P22681
P06127,P26842
P06127,P27986
P06127,P29350
P06127,P30203
P06127,P30876
P06127,P40259
P06127,P43403
P06127,P51808
P06127,P68400
P06127,Q00839
P06127,Q13557
P06127,Q8NEB9
P06132,P08670
P06132,P0CG48
P06132,P15531
P06132,Q12873
P06132,Q13126
P06132,Q9NRG0
P06132,Q9UGU5
P06132,Q9UNN5
P06133,P42229
P06163,Q9P2P5
P06213,A8JUZ6
P06213,P07550
P06213,P08069
P06213,P08575
P06213,P0CG48
P06213,P10586
P06213,P11216
P06213,P12931
P06213,P13688
P06213,P14616
P06213,P15090
P06213,P15498
P06213,P17252
P06213,P17706
P06213,P18031
P06213,P19174
P06213,P20936
P06213,P22413
P06213,P22681
P06213,P23458
P06213,P23467
P06213,P23470
P06213,P24666
P06213,P27361
P06213,P27986
P06213,P28347
P06213,P28482
P06213,P29350
P06213,P29353
P06213,P31946
P06213,P35568
P06213,P41240
P06213,P42229
P06213,P46108
P06213,P46109
P06213,P51692
P06213,P56539
P06213,P62158
P06213,P62745
P06213,P62993
P06213,P63244
P06213,P84077
P06213,Q03135
P06213,Q05209
P06213,Q05397
P06213,Q05655
P06213,Q06124
P06213,Q07666
P06213,Q12913
P06213,Q13257
P06213,Q13322
P06213,Q13480
P06213,Q13596
P06213,Q14449
P06213,Q14451
P06213,Q15262
P06213,Q15796
P06213,Q16827
P06213,Q8TEW6
P06213,Q8WU20
P06213,Q8WUI4
P06213,Q92569
P06213,Q92985
P06213,Q96GG9
P06213,Q99490
P06213,Q99704
P06213,Q9BX66
P06213,Q9NRF2
P06213,Q9P104
P06213,Q9UKW4
P06213,Q9UNA1
P06213,Q9UNH7
P06213,Q9UQ07
P06213,Q9Y4H2
P06239,P06729
P06239,P07766
P06239,P07900
P06239,P08174
P06239,P08238
P06239,P08575
P06239,P08581
P06239,P08637
P06239,P09326
P06239,P0CG48
P06239,P10275
P06239,P10586
P06239,P10721
P06239,P10747
P06239,P11836
P06239,P11912
P06239,P14784
P06239,P15311
P06239,P15498
P06239,P15941
P06239,P16070
P06239,P16284
P06239,P16410
P06239,P16885
P06239,P17181
P06239,P17252
P06239,P17612
P06239,P19174
P06239,P20749
P06239,P20936
P06239,P20963
P06239,P22681
P06239,P23467
P06239,P23470
P06239,P23471
P06239,P24468
P06239,P24666
P06239,P25445
P06239,P25963
P06239,P27348
P06239,P27361
P06239,P27986
P06239,P28482
P06239,P28827
P06239,P28907
P06239,P29350
P06239,P29353
P06239,P30307
P06239,P30530
P06239,P32927
P06239,P40259
P06239,P40763
P06239,P41240
P06239,P42224
P06239,P42229
P06239,P42336
P06239,P42356
P06239,P42768
P06239,P43403
P06239,P43405
P06239,P43628
P06239,P46531
P06239,P48023
P06239,P49023
P06239,P50607
P06239,P51681
P06239,P52333
P06239,P56945
P06239,P60953
P06239,P67870
P06239,P78314
P06239,P84022
P06239,P98187
P06239,Q04759
P06239,Q05086
P06239,Q05209
P06239,Q05397
P06239,Q05655
P06239,Q06124
P06239,Q07666
P06239,Q07889
P06239,Q08881
P06239,Q12913
P06239,Q12959
P06239,Q13094
P06239,Q13177
P06239,Q13191
P06239,Q13283
P06239,Q13432
P06239,Q13444
P06239,Q13480
P06239,Q13501
P06239,Q13588
P06239,Q14289
P06239,Q14511
P06239,Q15262
P06239,Q15796
P06239,Q16827
P06239,Q68EM7
P06239,Q6PIZ9
P06239,Q71SY5
P06239,Q7L591
P06239,Q86WV1
P06239,Q8IWV1
P06239,Q8IZP0
P06239,Q8TBP5
P06239,Q8TDQ0
P06239,Q92731
P06239,Q96B97
P06239,Q96IF1
P06239,Q96PU4
P06239,Q99062
P06239,Q99704
P06239,Q9H204
P06239,Q9H400
P06239,Q9H4E7
P06239,Q9HBA0
P06239,Q9HD43
P06239,Q9NP31
P06239,Q9NSE2
P06239,Q9NWQ8
P06239,Q9UN19
P06239,Q9UQB3
P06239,Q9UQC2
P06239,Q9UQQ2
P06239,Q9Y2R2
P06239,Q9Y3P8
P06239,Q9Y6K9
P06241,A7KAX9
P06241,P06493
P06241,P06729
P06241,P06733
P06241,P06734
P06241,P06865
P06241,P07333
P06241,P07900
P06241,P07947
P06241,P08047
P06241,P08174
P06241,P08238
P06241,P08575
P06241,P09326
P06241,P09619
P06241,P09693
P06241,P0CG48
P06241,P10301
P06241,P10586
P06241,P10636
P06241,P10721
P06241,P11137
P06241,P11836
P06241,P11912
P06241,P12318
P06241,P12830
P06241,P12931
P06241,P13591
P06241,P13671
P06241,P13805
P06241,P14784
P06241,P14923
P06241,P15391
P06241,P15498
P06241,P15586
P06241,P16070
P06241,P16144
P06241,P16150
P06241,P16284
P06241,P16333
P06241,P16383
P06241,P16389
P06241,P16410
P06241,P16671
P06241,P16871
P06241,P16885
P06241,P17948
P06241,P18433
P06241,P18887
P06241,P19174
P06241,P19438
P06241,P20749
P06241,P20810
P06241,P20916
P06241,P20963
P06241,P21333
P06241,P21802
P06241,P22459
P06241,P22460
P06241,P22681
P06241,P23469
P06241,P23471
P06241,P23759
P06241,P23760
P06241,P23946
P06241,P24666
P06241,P24723
P06241,P25445
P06241,P26951
P06241,P26992
P06241,P27635
P06241,P27986
P06241,P28340
P06241,P29074
P06241,P29320
P06241,P29322
P06241,P29353
P06241,P29597
P06241,P30260
P06241,P30419
P06241,P31273
P06241,P31994
P06241,P31995
P06241,P32239
P06241,P32927
P06241,P34820
P06241,P35222
P06241,P35568
P06241,P35612
P06241,P35968
P06241,P36544
P06241,P37840
P06241,P40259
P06241,P40763
P06241,P41240
P06241,P42167
P06241,P42224
P06241,P42566
P06241,P42574
P06241,P42681
P06241,P42684
P06241,P42685
P06241,P42768
P06241,P43121
P06241,P43403
P06241,P43405
P06241,P43699
P06241,P46013
P06241,P46092
P06241,P46108
P06241,P46934
P06241,P48023
P06241,P48549
P06241,P49023
P06241,P49450
P06241,P50406
P06241,P50851
P06241,P51587
P06241,P51911
P06241,P52735
P06241,P54253
P06241,P54753
P06241,P54764
P06241,P54829
P06241,P56945
P06241,P61978
P06241,P62993
P06241,P63244
P06241,P68363
P06241,P68366
P06241,P78314
P06241,P78329
P06241,P78345
P06241,P78352
P06241,P78357
P06241,P98082
P06241,P98161
P06241,P98187
P06241,Q00535
P06241,Q00610
P06241,Q02156
P06241,Q02846
P06241,Q03135
P06241,Q03405
P06241,Q04759
P06241,Q05397
P06241,Q05513
P06241,Q05586
P06241,Q05655
P06241,Q06124
P06241,Q06187
P06241,Q06418
P06241,Q07666
P06241,Q07889
P06241,Q07890
P06241,Q07912
P06241,Q08499
P06241,Q08881
P06241,Q12860
P06241,Q12879
P06241,Q12947
P06241,Q13023
P06241,Q13087
P06241,Q13094
P06241,Q13111
P06241,Q13191
P06241,Q13224
P06241,Q13283
P06241,Q13285
P06241,Q13291
P06241,Q13322
P06241,Q13415
P06241,Q13432
P06241,Q13444
P06241,Q13588
P06241,Q13748
P06241,Q13796
P06241,Q13905
P06241,Q14008
P06241,Q14118
P06241,Q14185
P06241,Q14254
P06241,Q14289
P06241,Q14315
P06241,Q14511
P06241,Q14643
P06241,Q14767
P06241,Q14790
P06241,Q15036
P06241,Q15417
P06241,Q15427
P06241,Q15762
P06241,Q16620
P06241,Q59EW6
P06241,Q6PIZ9
P06241,Q7L591
P06241,Q7Z408
P06241,Q7Z7K6
P06241,Q86SG6
P06241,Q86UR5
P06241,Q86WV1
P06241,Q8IWN7
P06241,Q8IZD9
P06241,Q8IZP0
P06241,Q8N3X1
P06241,Q8NFP9
P06241,Q8TB24
P06241,Q8TEW6
P06241,Q8WUM4
P06241,Q8WWW8
P06241,Q8WX92
P06241,Q92558
P06241,Q92664
P06241,Q92874
P06241,Q92918
P06241,Q92988
P06241,Q96B97
P06241,Q96GP6
P06241,Q96J02
P06241,Q96LA8
P06241,Q96MU7
P06241,Q96NS5
P06241,Q96PD2
P06241,Q96PU4
P06241,Q96RL7
P06241,Q99259
P06241,Q99704
P06241,Q9BPX7
P06241,Q9BQ89
P06241,Q9BWF2
P06241,Q9BWW9
P06241,Q9BXM0
P06241,Q9BXT4
P06241,Q9BYB0
P06241,Q9BZJ6
P06241,Q9BZW8
P06241,Q9H1R2
P06241,Q9H204
P06241,Q9H5I1
P06241,Q9H7E9
P06241,Q9H9L3
P06241,Q9HBA0
P06241,Q9HCM9
P06241,Q9HCN6
P06241,Q9HCQ7
P06241,Q9NQ76
P06241,Q9NQC3
P06241,Q9NRA0
P06241,Q9NRJ4
P06241,Q9NV92
P06241,Q9NWQ8
P06241,Q9NYA1
P06241,Q9NYQ7
P06241,Q9NZQ3
P06241,Q9NZV5
P06241,Q9P1A6
P06241,Q9UBN7
P06241,Q9UBS5
P06241,Q9UI08
P06241,Q9UIF9
P06241,Q9UJT2
P06241,Q9UJV9
P06241,Q9UK85
P06241,Q9UL51
P06241,Q9ULD4
P06241,Q9ULH1
P06241,Q9ULV8
P06241,Q9UMN6
P06241,Q9UMY4
P06241,Q9UQ16
P06241,Q9UQ26
P06241,Q9UQB3
P06241,Q9Y210
P06241,Q9Y2H0
P06241,Q9Y2J2
P06241,Q9Y3P8
P06241,Q9Y3Q4
P06241,Q9Y3S1
P06241,Q9Y4K3
P06241,Q9Y4K4
P06241,Q9Y5K6
P06241,Q9Y5X2
P06241,Q9Y5Y3
P06241,Q9Y697
P06241,Q9Y6W5
P06276,Q9Y215
P06278,Q03135
P06280,P06280
P06280,P07384
P06280,P0CG48
P06280,P11413
P06280,P15586
P06280,P32456
P06280,P49419
P06280,P52209
P06280,P55010
P06280,Q01804
P06280,Q15056
P06280,Q969S3
P06280,Q96KP4
P06280,Q9NRD1
P06280,Q9NZL9
P06307,P0CG48
P06307,P16870
P06307,P32238
P06307,P32239
P06307,Q07075
P06307,Q16819
P06307,Q16820
P06331,P0CG48
P06340,P0CG48
P06340,P28067
P06396,P0CG48
P06396,P10275
P06396,P12931
P06396,P18206
P06396,P19174
P06396,P21796
P06396,P21912
P06396,P29372
P06396,P32121
P06396,P41240
P06396,P42336
P06396,P42574
P06396,P48736
P06396,P49023
P06396,P49407
P06396,P49662
P06396,P49789
P06396,P50552
P06396,P53671
P06396,P55036
P06396,P56945
P06396,P60709
P06396,P63261
P06396,P68133
P06396,Q00987
P06396,Q05209
P06396,Q05397
P06396,Q14289
P06396,Q8TCJ0
P06396,Q8WVN8
P06396,Q9NZA1
P06396,Q9UEW8
P06396,Q9UKE5
P06400,A6H8Y1
P06400,P06493
P06400,P06748
P06400,P07197
P06400,P08047
P06400,P09429
P06400,P09884
P06400,P0CG48
P06400,P10275
P06400,P11142
P06400,P11274
P06400,P11388
P06400,P11473
P06400,P11802
P06400,P12755
P06400,P12757
P06400,P14373
P06400,P14635
P06400,P15172
P06400,P15336
P06400,P15923
P06400,P15976
P06400,P17480
P06400,P17542
P06400,P17676
P06400,P17947
P06400,P19338
P06400,P20226
P06400,P20248
P06400,P21675
P06400,P21980
P06400,P24385
P06400,P24863
P06400,P24864
P06400,P24941
P06400,P25490
P06400,P25791
P06400,P26358
P06400,P26367
P06400,P27540
P06400,P27986
P06400,P28482
P06400,P28749
P06400,P29374
P06400,P29375
P06400,P29590
P06400,P30260
P06400,P30279
P06400,P30281
P06400,P32519
P06400,P32780
P06400,P33993
P06400,P35232
P06400,P35251
P06400,P35869
P06400,P36873
P06400,P37231
P06400,P38398
P06400,P38936
P06400,P39880
P06400,P40763
P06400,P41218
P06400,P42166
P06400,P42574
P06400,P42575
P06400,P42685
P06400,P43364
P06400,P43686
P06400,P45973
P06400,P45983
P06400,P45984
P06400,P46531
P06400,P49715
P06400,P49716
P06400,P49918
P06400,P50120
P06400,P50750
P06400,P51532
P06400,P51948
P06400,P52926
P06400,P55210
P06400,P55211
P06400,P55212
P06400,P55345
P06400,P61956
P06400,P62136
P06400,P62140
P06400,P62805
P06400,P62937
P06400,P63165
P06400,P63244
P06400,P63279
P06400,P78396
P06400,P83916
P06400,Q00526
P06400,Q00534
P06400,Q00535
P06400,Q00577
P06400,Q00987
P06400,Q01094
P06400,Q01892
P06400,Q02363
P06400,Q02447
P06400,Q02548
P06400,Q02962
P06400,Q05516
P06400,Q06587
P06400,Q06710
P06400,Q07161
P06400,Q08050
P06400,Q08999
P06400,Q09028
P06400,Q09472
P06400,Q12789
P06400,Q12824
P06400,Q12931
P06400,Q13029
P06400,Q13042
P06400,Q13107
P06400,Q13309
P06400,Q13363
P06400,Q13547
P06400,Q13573
P06400,Q13574
P06400,Q13627
P06400,Q13948
P06400,Q13950
P06400,Q14186
P06400,Q14188
P06400,Q14209
P06400,Q14653
P06400,Q14686
P06400,Q14790
P06400,Q14938
P06400,Q15014
P06400,Q15181
P06400,Q15291
P06400,Q15643
P06400,Q15744
P06400,Q16254
P06400,Q16533
P06400,Q16539
P06400,Q16576
P06400,Q16665
P06400,Q16666
P06400,Q5T4S7
P06400,Q5TKA1
P06400,Q63HQ0
P06400,Q66K89
P06400,Q6MZP7
P06400,Q6NUQ1
P06400,Q6ZN30
P06400,Q86U42
P06400,Q86U70
P06400,Q86Y97
P06400,Q8IVW6
P06400,Q8IZL8
P06400,Q8WTS6
P06400,Q8WUA4
P06400,Q92569
P06400,Q92769
P06400,Q92831
P06400,Q92851
P06400,Q92966
P06400,Q92993
P06400,Q92994
P06400,Q969R5
P06400,Q96DB2
P06400,Q96EB6
P06400,Q96FV9
P06400,Q96GD4
P06400,Q96PU4
P06400,Q96T88
P06400,Q99708
P06400,Q99933
P06400,Q9BZM1
P06400,Q9NRG4
P06400,Q9NRX1
P06400,Q9NY61
P06400,Q9NYW8
P06400,Q9UBU8
P06400,Q9UGL1
P06400,Q9UJX6
P06400,Q9UM11
P06400,Q9UQ80
P06400,Q9Y463
P06400,Q9Y468
P06400,Q9Y605
P06400,Q9Y676
P06400,Q9Y6B2
P06400,Q9Y6K1
P06401,P07900
P06401,P08047
P06401,P09086
P06401,P09429
P06401,P09874
P06401,P0CG48
P06401,P12931
P06401,P12956
P06401,P13010
P06401,P14859
P06401,P20248
P06401,P21802
P06401,P24941
P06401,P26583
P06401,P28370
P06401,P28482
P06401,P30305
P06401,P38398
P06401,P39687
P06401,P40763
P06401,P42229
P06401,P43364
P06401,P51398
P06401,P51692
P06401,P51843
P06401,P53041
P06401,P55345
P06401,P63096
P06401,P68400
P06401,P78317
P06401,P78396
P06401,P78527
P06401,Q02790
P06401,Q04206
P06401,Q05086
P06401,Q09472
P06401,Q12830
P06401,Q13029
P06401,Q13105
P06401,Q13451
P06401,Q13569
P06401,Q13573
P06401,Q13886
P06401,Q14498
P06401,Q15596
P06401,Q15788
P06401,Q53T94
P06401,Q86U06
P06401,Q8TDD1
P06401,Q8WYK2
P06401,Q92831
P06401,Q92905
P06401,Q969G3
P06401,Q96GM5
P06401,Q99615
P06401,Q9BX66
P06401,Q9H467
P06401,Q9NR55
P06401,Q9UBZ4
P06401,Q9UNE7
P06401,Q9Y618
P06401,Q9Y6Q9
P06401,Q9Y6X2
P06404,P36897
P06404,Q15797
P06404,Q9HCE7
P06454,P06493
P06454,P07954
P06454,P08107
P06454,P08243
P06454,P0CG48
P06454,P11802
P06454,P12004
P06454,P13667
P06454,P14635
P06454,P16871
P06454,P17655
P06454,P18754
P06454,P20248
P06454,P20962
P06454,P24941
P06454,P25786
P06454,P26038
P06454,P31939
P06454,P32241
P06454,P32929
P06454,P35232
P06454,P37198
P06454,P40763
P06454,P42574
P06454,P43487
P06454,P47755
P06454,P52292
P06454,P52306
P06454,P54274
P06454,P55060
P06454,P55210
P06454,P60981
P06454,P61956
P06454,P61970
P06454,P62258
P06454,P62805
P06454,P62807
P06454,P62826
P06454,P62937
P06454,P78396
P06454,Q00537
P06454,Q01105
P06454,Q01130
P06454,Q02539
P06454,Q04917
P06454,Q09472
P06454,Q13547
P06454,Q14974
P06454,Q15554
P06454,Q15717
P06454,Q16656
P06454,Q16695
P06454,Q16778
P06454,Q504Q3
P06454,Q6P1N9
P06454,Q6PGN9
P06454,Q71DI3
P06454,Q8N543
P06454,Q92769
P06454,Q92793
P06454,Q92973
