GeneA,GeneB
Q13617,Q96EP5
Q13617,Q96G25
Q13617,Q96GG9
Q13617,Q96JP0
Q13617,Q96L50
Q13617,Q96LD8
Q13617,Q96P63
Q13617,Q96PK6
Q13617,Q96Q27
Q13617,Q96QB1
Q13617,Q99471
Q13617,Q99567
Q13617,Q99627
Q13617,Q99729
Q13617,Q99873
Q13617,Q9BQ90
Q13617,Q9BQA1
Q13617,Q9BQE3
Q13617,Q9BQE9
Q13617,Q9BRQ4
Q13617,Q9BSK4
Q13617,Q9BT78
Q13617,Q9BTE7
Q13617,Q9BTL3
Q13617,Q9BUJ2
Q13617,Q9BV36
Q13617,Q9BWF3
Q13617,Q9C026
Q13617,Q9C0D3
Q13617,Q9GZP9
Q13617,Q9H0E3
Q13617,Q9H3K6
Q13617,Q9H4B7
Q13617,Q9H9Q2
Q13617,Q9HA65
Q13617,Q9HBH9
Q13617,Q9HC36
Q13617,Q9NPF4
Q13617,Q9NRH1
Q13617,Q9NSE2
Q13617,Q9NV79
Q13617,Q9NXE4
Q13617,Q9NXV2
Q13617,Q9NY93
Q13617,Q9NZI8
Q13617,Q9UBC3
Q13617,Q9UBF6
Q13617,Q9UBW8
Q13617,Q9UHP3
Q13617,Q9UI30
Q13617,Q9UK73
Q13617,Q9UKC9
Q13617,Q9UKV8
Q13617,Q9ULS5
Q13617,Q9ULX6
Q13617,Q9UNN5
Q13617,Q9UNS2
Q13617,Q9UNZ2
Q13617,Q9UPQ9
Q13617,Q9UQE7
Q13617,Q9Y224
Q13617,Q9Y2U9
Q13617,Q9Y334
Q13617,Q9Y371
Q13617,Q9Y376
Q13617,Q9Y3I0
Q13617,Q9Y3U8
Q13617,Q9Y574
Q13617,Q9Y5L4
Q13617,Q9Y6X9
Q13618,A1KZ92
Q13618,A1L0T0
Q13618,A1Z7Y4
Q13618,A4D1U3
Q13618,A6NJ78
Q13618,A7E2V4
Q13618,B3KMA0
Q13618,B5ME19
Q13618,C9JR72
Q13618,D9Z3X8
Q13618,E5KSU5
Q13618,Q13619
Q13618,Q13620
Q13618,Q13733
Q13618,Q13748
Q13618,Q13765
Q13618,Q13813
Q13618,Q13829
Q13618,Q13885
Q13618,Q14011
Q13618,Q14103
Q13618,Q14137
Q13618,Q14145
Q13618,Q14151
Q13618,Q14157
Q13618,Q14203
Q13618,Q14204
Q13618,Q14247
Q13618,Q14257
Q13618,Q14315
Q13618,Q14318
Q13618,Q14444
Q13618,Q14498
Q13618,Q14525
Q13618,Q14562
Q13618,Q14566
Q13618,Q14677
Q13618,Q14681
Q13618,Q14683
Q13618,Q14684
Q13618,Q14690
Q13618,Q14790
Q13618,Q14974
Q13618,Q15020
Q13618,Q15029
Q13618,Q15050
Q13618,Q15084
Q13618,Q15149
Q13618,Q15165
Q13618,Q15233
Q13618,Q15269
Q13618,Q15287
Q13618,Q15293
Q13618,Q15323
Q13618,Q15334
Q13618,Q15366
Q13618,Q15369
Q13618,Q15370
Q13618,Q15393
Q13618,Q15397
Q13618,Q15424
Q13618,Q15427
Q13618,Q15428
Q13618,Q15434
Q13618,Q15436
Q13618,Q15437
Q13618,Q15459
Q13618,Q15532
Q13618,Q15542
Q13618,Q15633
Q13618,Q15637
Q13618,Q15645
Q13618,Q15717
Q13618,Q15758
Q13618,Q15843
Q13618,Q16236
Q13618,Q16531
Q13618,Q16543
Q13618,Q16630
Q13618,Q16637
Q13618,Q16718
Q13618,Q16769
Q13618,Q16778
Q13618,Q1KMD3
Q13618,Q2M2I5
Q13618,Q2TAY7
Q13618,Q32P28
Q13618,Q3MHD2
Q13618,Q3SY84
Q13618,Q3ZCQ8
Q13618,Q4G0X4
Q13618,Q4VC05
Q13618,Q4VCS5
Q13618,Q52LJ0
Q13618,Q53F19
Q13618,Q53G59
Q13618,Q53GT1
Q13618,Q53H12
Q13618,Q53H96
Q13618,Q53HC5
Q13618,Q53RE8
Q13618,Q562E7
Q13618,Q562R1
Q13618,Q58DX5
Q13618,Q5BKZ1
Q13618,Q5JTH9
Q13618,Q5JVF3
Q13618,Q5RKV6
Q13618,Q5SSJ5
Q13618,Q5T3I0
Q13618,Q5T653
Q13618,Q5T6F2
Q13618,Q5T9A4
Q13618,Q5VWN6
Q13618,Q5VZL5
Q13618,Q5W0B1
Q13618,Q5XKL5
Q13618,Q659C4
Q13618,Q693B1
Q13618,Q6DKI1
Q13618,Q6L8Q7
Q13618,Q6NZY4
Q13618,Q6P1L8
Q13618,Q6P2Q9
Q13618,Q6P444
Q13618,Q6P4Q7
Q13618,Q6PGP7
Q13618,Q6PH85
Q13618,Q6PI47
Q13618,Q6PKG0
Q13618,Q6TDP4
Q13618,Q6TFL4
Q13618,Q6UB35
Q13618,Q6UW63
Q13618,Q6YHU6
Q13618,Q6ZVC0
Q13618,Q71RC2
Q13618,Q71U36
Q13618,Q71UI9
Q13618,Q76NI1
Q13618,Q7KZF4
Q13618,Q7L014
Q13618,Q7L0Y3
Q13618,Q7L273
Q13618,Q7L2E3
Q13618,Q7L2J0
Q13618,Q7L5N1
Q13618,Q7Z2W4
Q13618,Q7Z2W9
Q13618,Q7Z5W3
Q13618,Q7Z5Y7
Q13618,Q7Z6Z7
Q13618,Q86TV6
Q13618,Q86U42
Q13618,Q86UA1
Q13618,Q86UE4
Q13618,Q86UQ4
Q13618,Q86V81
Q13618,Q86V97
Q13618,Q86VM9
Q13618,Q86VP6
Q13618,Q86VS8
Q13618,Q86WU2
Q13618,Q86X55
Q13618,Q86YR5
Q13618,Q8IU85
Q13618,Q8IUD2
Q13618,Q8IUF1
Q13618,Q8IUH3
Q13618,Q8IUR7
Q13618,Q8IVD9
Q13618,Q8IWS0
Q13618,Q8IXB1
Q13618,Q8IXQ5
Q13618,Q8IY47
Q13618,Q8IY81
Q13618,Q8IYB3
Q13618,Q8IYB8
Q13618,Q8IYI0
Q13618,Q8IZT6
Q13618,Q8N163
Q13618,Q8N1F7
Q13618,Q8N1G2
Q13618,Q8N1N4
Q13618,Q8N394
Q13618,Q8N4N3
Q13618,Q8N5L8
Q13618,Q8N5N7
Q13618,Q8N5Z5
Q13618,Q8N653
Q13618,Q8N668
Q13618,Q8N6R0
Q13618,Q8N766
Q13618,Q8N961
Q13618,Q8NBE8
Q13618,Q8NBS9
Q13618,Q8NC51
Q13618,Q8NC69
Q13618,Q8NCA5
Q13618,Q8NCN5
Q13618,Q8NDN9
Q13618,Q8NDV7
Q13618,Q8NFA0
Q13618,Q8NFY9
Q13618,Q8NGX2
Q13618,Q8NHY2
Q13618,Q8TAQ2
Q13618,Q8TBC3
Q13618,Q8TBZ0
Q13618,Q8TD30
Q13618,Q8TDM6
Q13618,Q8TDN6
Q13618,Q8TEQ6
Q13618,Q8TES7
Q13618,Q8TEX9
Q13618,Q8WUM4
Q13618,Q8WVX9
Q13618,Q8WVZ9
Q13618,Q8WWM7
Q13618,Q8WWY3
Q13618,Q8WXC6
Q13618,Q8WXF1
Q13618,Q8WXX5
Q13618,Q8WYQ5
Q13618,Q8WZ19
Q13618,Q8WZ42
Q13618,Q92499
Q13618,Q92552
Q13618,Q92564
Q13618,Q92598
Q13618,Q92615
Q13618,Q92620
Q13618,Q92621
Q13618,Q92665
Q13618,Q92734
Q13618,Q92785
Q13618,Q92804
Q13618,Q92841
Q13618,Q92900
Q13618,Q92922
Q13618,Q92925
Q13618,Q92945
Q13618,Q92963
Q13618,Q92990
Q13618,Q92993
Q13618,Q93008
Q13618,Q93009
Q13618,Q93034
Q13618,Q969G3
Q13618,Q969K4
Q13618,Q969T4
Q13618,Q96A33
Q13618,Q96A35
Q13618,Q96AE4
Q13618,Q96C12
Q13618,Q96C36
Q13618,Q96CS3
Q13618,Q96CW1
Q13618,Q96CX2
Q13618,Q96D09
Q13618,Q96DH6
Q13618,Q96DT7
Q13618,Q96ED9
Q13618,Q96EK7
Q13618,Q96EP5
Q13618,Q96EY1
Q13618,Q96EY7
Q13618,Q96GD4
Q13618,Q96GG9
Q13618,Q96GM8
Q13618,Q96HS1
Q13618,Q96I25
Q13618,Q96I99
Q13618,Q96IJ6
Q13618,Q96IK5
Q13618,Q96J02
Q13618,Q96J92
Q13618,Q96KR1
Q13618,Q96LR5
Q13618,Q96M94
Q13618,Q96MP8
Q13618,Q96PK6
Q13618,Q96PQ7
Q13618,Q96Q07
Q13618,Q96QB1
Q13618,Q96QE5
Q13618,Q96QG7
Q13618,Q96RE7
Q13618,Q96RK4
Q13618,Q96S66
Q13618,Q96SB4
Q13618,Q96SI9
Q13618,Q96T76
Q13618,Q99459
Q13618,Q99460
Q13618,Q99567
Q13618,Q99575
Q13618,Q99613
Q13618,Q99615
Q13618,Q99627
Q13618,Q99700
Q13618,Q99714
Q13618,Q99729
Q13618,Q99733
Q13618,Q99797
Q13618,Q99832
Q13618,Q99848
Q13618,Q99873
Q13618,Q99959
Q13618,Q9BPX3
Q13618,Q9BQ04
Q13618,Q9BQ39
Q13618,Q9BQ67
Q13618,Q9BQA1
Q13618,Q9BQE3
Q13618,Q9BQE9
Q13618,Q9BQG0
Q13618,Q9BRJ2
Q13618,Q9BRJ7
Q13618,Q9BRK5
Q13618,Q9BRQ4
Q13618,Q9BRX2
Q13618,Q9BSD7
Q13618,Q9BSF8
Q13618,Q9BT78
Q13618,Q9BTE3
Q13618,Q9BTE7
Q13618,Q9BTL3
Q13618,Q9BTW9
Q13618,Q9BTY2
Q13618,Q9BU76
Q13618,Q9BUF5
Q13618,Q9BUJ2
Q13618,Q9BV35
Q13618,Q9BV38
Q13618,Q9BVA1
Q13618,Q9BVG4
Q13618,Q9BVP2
Q13618,Q9BVQ7
Q13618,Q9BW92
Q13618,Q9BWF3
Q13618,Q9BX70
Q13618,Q9BXP5
Q13618,Q9BYD3
Q13618,Q9BYD6
Q13618,Q9BYG3
Q13618,Q9BYJ9
Q13618,Q9BYN8
Q13618,Q9BYZ6
Q13618,Q9BZE1
Q13618,Q9C0H6
Q13618,Q9GZR7
Q13618,Q9GZV4
Q13618,Q9H074
Q13618,Q9H078
Q13618,Q9H0A0
Q13618,Q9H0C5
Q13618,Q9H0D6
Q13618,Q9H0H3
Q13618,Q9H0R8
Q13618,Q9H2C0
Q13618,Q9H2U1
Q13618,Q9H3F6
Q13618,Q9H3H5
Q13618,Q9H3K6
Q13618,Q9H3P7
Q13618,Q9H4B6
Q13618,Q9H4B7
Q13618,Q9H5Q4
Q13618,Q9H6S0
Q13618,Q9H6T3
Q13618,Q9H7E9
Q13618,Q9H814
Q13618,Q9H853
Q13618,Q9H857
Q13618,Q9H8Y8
Q13618,Q9H936
Q13618,Q9H9C1
Q13618,Q9H9G7
Q13618,Q9H9J2
Q13618,Q9H9Q2
Q13618,Q9HA64
Q13618,Q9HC07
Q13618,Q9HCC0
Q13618,Q9HCE1
Q13618,Q9HCJ0
Q13618,Q9HCN4
Q13618,Q9HCN8
Q13618,Q9HCS7
Q13618,Q9NNW5
Q13618,Q9NP81
Q13618,Q9NP97
Q13618,Q9NQH7
Q13618,Q9NQI0
Q13618,Q9NQT4
Q13618,Q9NQT8
Q13618,Q9NR20
Q13618,Q9NR30
Q13618,Q9NRH1
Q13618,Q9NRR4
Q13618,Q9NSB2
Q13618,Q9NUD5
Q13618,Q9NUL7
Q13618,Q9NVI1
Q13618,Q9NVI7
Q13618,Q9NVP1
Q13618,Q9NVR0
Q13618,Q9NVX2
Q13618,Q9NVX7
Q13618,Q9NW13
Q13618,Q9NW64
Q13618,Q9NX08
Q13618,Q9NXS3
Q13618,Q9NXV2
Q13618,Q9NXV6
Q13618,Q9NYF8
Q13618,Q9NYK5
Q13618,Q9NYU2
Q13618,Q9NZ01
Q13618,Q9NZ71
Q13618,Q9NZB2
Q13618,Q9NZI8
Q13618,Q9NZN5
Q13618,Q9P035
Q13618,Q9P0V9
Q13618,Q9P203
Q13618,Q9P2D0
Q13618,Q9P2E9
Q13618,Q9P2G9
Q13618,Q9P2I0
Q13618,Q9P2J3
Q13618,Q9P2J5
Q13618,Q9P2K6
Q13618,Q9P2N7
Q13618,Q9P2R3
Q13618,Q9UBB4
Q13618,Q9UBC3
Q13618,Q9UBL6
Q13618,Q9UBS4
Q13618,Q9UBU9
Q13618,Q9UBV8
Q13618,Q9UBW8
Q13618,Q9UER7
Q13618,Q9UFE4
Q13618,Q9UH77
Q13618,Q9UHB9
Q13618,Q9UHP3
Q13618,Q9UHX1
Q13618,Q9UIB8
Q13618,Q9UJA5
Q13618,Q9UJP4
Q13618,Q9UJV9
Q13618,Q9UK99
Q13618,Q9UKA4
Q13618,Q9UKV3
Q13618,Q9UKV8
Q13618,Q9UKX7
Q13618,Q9UL15
Q13618,Q9UL18
Q13618,Q9ULX6
Q13618,Q9UMS4
Q13618,Q9UN73
Q13618,Q9UN86
Q13618,Q9UNF1
Q13618,Q9UNN5
Q13618,Q9UNS2
Q13618,Q9UNX3
Q13618,Q9UNZ2
Q13618,Q9UPN3
Q13618,Q9UPN9
Q13618,Q9UPQ9
Q13618,Q9UPY3
Q13618,Q9UQ35
Q13618,Q9UQE7
Q13618,Q9Y224
Q13618,Q9Y230
Q13618,Q9Y265
Q13618,Q9Y285
Q13618,Q9Y2C2
Q13618,Q9Y2I1
Q13618,Q9Y2L1
Q13618,Q9Y2M5
Q13618,Q9Y2R9
Q13618,Q9Y2S7
Q13618,Q9Y2Z4
Q13618,Q9Y312
Q13618,Q9Y314
Q13618,Q9Y383
Q13618,Q9Y3B7
Q13618,Q9Y3B9
Q13618,Q9Y3D9
Q13618,Q9Y3I0
Q13618,Q9Y3U8
Q13618,Q9Y3Z3
Q13618,Q9Y450
Q13618,Q9Y4E8
Q13618,Q9Y4K1
Q13618,Q9Y4P3
Q13618,Q9Y4W2
Q13618,Q9Y546
Q13618,Q9Y573
Q13618,Q9Y580
Q13618,Q9Y597
Q13618,Q9Y5A9
Q13618,Q9Y5B9
Q13618,Q9Y5L4
Q13618,Q9Y5M8
Q13618,Q9Y5Q8
Q13618,Q9Y5V3
Q13618,Q9Y5X1
Q13618,Q9Y676
Q13618,Q9Y6G9
Q13618,Q9Y6M1
Q13618,Q9Y6Q9
Q13619,A4D1U3
Q13619,C4TEK9
Q13619,Q13620
Q13619,Q14103
Q13619,Q15291
Q13619,Q15393
Q13619,Q15714
Q13619,Q15843
Q13619,Q16531
Q13619,Q16543
Q13619,Q16576
Q13619,Q16769
Q13619,Q2M2I5
Q13619,Q3SXM0
Q13619,Q58WW2
Q13619,Q5H9S7
Q13619,Q5QP82
Q13619,Q5T197
Q13619,Q5T6F0
Q13619,Q5TAQ9
Q13619,Q5TCS8
Q13619,Q5VW00
Q13619,Q66K64
Q13619,Q6PH85
Q13619,Q6UXN9
Q13619,Q71UI9
Q13619,Q7L590
Q13619,Q7L5N1
Q13619,Q7L5Y6
Q13619,Q86VP6
Q13619,Q86VZ2
Q13619,Q8IXB1
Q13619,Q8N122
Q13619,Q8N3Y1
Q13619,Q8N5D0
Q13619,Q8N668
Q13619,Q8NBI6
Q13619,Q8NFH3
Q13619,Q8NFQ8
Q13619,Q8NHY2
Q13619,Q8TC44
Q13619,Q8TEB1
Q13619,Q8TEC5
Q13619,Q8TEL6
Q13619,Q8WV16
Q13619,Q8WWQ0
Q13619,Q8WWZ4
Q13619,Q8WXC6
Q13619,Q92466
Q13619,Q92564
Q13619,Q92734
Q13619,Q92804
Q13619,Q92830
Q13619,Q92905
Q13619,Q92990
Q13619,Q93009
Q13619,Q93034
Q13619,Q969T4
Q13619,Q969U6
Q13619,Q96BN8
Q13619,Q96DI7
Q13619,Q96GG9
Q13619,Q96JK2
Q13619,Q96LD8
Q13619,Q96QB1
Q13619,Q96RE7
Q13619,Q96SW2
Q13619,Q99590
Q13619,Q99627
Q13619,Q99729
Q13619,Q99878
Q13619,Q9BQ67
Q13619,Q9BQE3
Q13619,Q9BT78
Q13619,Q9BT92
Q13619,Q9BTE7
Q13619,Q9BUJ2
Q13619,Q9BW61
Q13619,Q9C0C7
Q13619,Q9C0G0
Q13619,Q9GZS3
Q13619,Q9H0E3
Q13619,Q9H211
Q13619,Q9H4B7
Q13619,Q9H7D7
Q13619,Q9H853
Q13619,Q9H8E8
Q13619,Q9H936
Q13619,Q9H967
Q13619,Q9H9B4
Q13619,Q9H9Q2
Q13619,Q9NR30
Q13619,Q9NS23
Q13619,Q9NSI6
Q13619,Q9NX09
Q13619,Q9NXF7
Q13619,Q9NYS7
Q13619,Q9NZI8
Q13619,Q9NZJ0
Q13619,Q9P2J3
Q13619,Q9UBC3
Q13619,Q9UBF6
Q13619,Q9UBW8
Q13619,Q9UFC0
Q13619,Q9UJX4
Q13619,Q9UNS2
Q13619,Q9UPY3
Q13619,Q9Y297
Q13619,Q9Y2Q3
Q13619,Q9Y2Z0
Q13619,Q9Y467
Q13619,Q9Y4B6
Q13619,Q9Y574
Q13619,Q9Y5J5
Q13619,Q9Y6F7
Q13619,Q9Y6I7
Q13620,Q13867
Q13620,Q14103
Q13620,Q14974
Q13620,Q15020
Q13620,Q15291
Q13620,Q15717
Q13620,Q15843
Q13620,Q16531
Q13620,Q16543
Q13620,Q16629
Q13620,Q16769
Q13620,Q16778
Q13620,Q2M2I5
Q13620,Q2TAY7
Q13620,Q3SY84
Q13620,Q53RE8
Q13620,Q562R1
Q13620,Q58WW2
Q13620,Q5H9S7
Q13620,Q5JU67
Q13620,Q5TAQ9
Q13620,Q5TAX3
Q13620,Q6B0I6
Q13620,Q6NW29
Q13620,Q6PH85
Q13620,Q6PKG0
Q13620,Q6UXN9
Q13620,Q6YP21
Q13620,Q6ZT98
Q13620,Q71UI9
Q13620,Q76M96
Q13620,Q7L2E3
Q13620,Q7L5N1
Q13620,Q7L5Y6
Q13620,Q7Z388
Q13620,Q86VP6
Q13620,Q86VZ2
Q13620,Q8IXB1
Q13620,Q8N122
Q13620,Q8N5D0
Q13620,Q8N668
Q13620,Q8NB25
Q13620,Q8NFQ8
Q13620,Q8NHY2
Q13620,Q8TAF3
Q13620,Q8TC44
Q13620,Q8TEB1
Q13620,Q8TES7
Q13620,Q8WV16
Q13620,Q8WWQ0
Q13620,Q8WXC6
Q13620,Q8WZ42
Q13620,Q92466
Q13620,Q92499
Q13620,Q92564
Q13620,Q92614
Q13620,Q92734
Q13620,Q92804
Q13620,Q92905
Q13620,Q92945
Q13620,Q93009
Q13620,Q93034
Q13620,Q96DI7
Q13620,Q96EP5
Q13620,Q96GG9
Q13620,Q96HS1
Q13620,Q96JK2
Q13620,Q96PK6
Q13620,Q96RQ3
Q13620,Q99614
Q13620,Q99627
Q13620,Q99714
Q13620,Q99729
Q13620,Q99878
Q13620,Q9BQ67
Q13620,Q9BQE3
Q13620,Q9BQE9
Q13620,Q9BRJ7
Q13620,Q9BT78
Q13620,Q9BTE7
Q13620,Q9BTL3
Q13620,Q9BUJ2
Q13620,Q9BW61
Q13620,Q9BWF3
Q13620,Q9BZ29
Q13620,Q9C0C7
Q13620,Q9C0J1
Q13620,Q9GZS3
Q13620,Q9GZV4
Q13620,Q9H0D6
Q13620,Q9H211
Q13620,Q9H3H9
Q13620,Q9H4B7
Q13620,Q9H7D7
Q13620,Q9H967
Q13620,Q9H9E3
Q13620,Q9H9Q2
Q13620,Q9HA64
Q13620,Q9NRC8
Q13620,Q9NWX5
Q13620,Q9NXF7
Q13620,Q9NY93
Q13620,Q9NZI8
Q13620,Q9NZJ0
Q13620,Q9NZR2
Q13620,Q9UBW8
Q13620,Q9UNE7
Q13620,Q9UNS2
Q13620,Q9UNX3
Q13620,Q9Y224
Q13620,Q9Y3I0
Q13620,Q9Y467
Q13620,Q9Y4B6
Q13620,Q9Y4E8
Q13621,Q9UEW8
Q13625,Q14457
Q13625,Q16656
Q13625,Q4VCS5
Q13625,Q53FJ3
Q13625,Q5JR01
Q13625,Q8IUQ4
Q13625,Q8NEY8
Q13625,Q92843
Q13625,Q96EB6
Q13625,Q96QZ7
Q13625,Q9BVJ6
Q13625,Q9BYC9
Q13625,Q9GZV5
Q13625,Q9H0M0
Q13625,Q9H3D4
Q13625,Q9NRM7
Q13625,Q9Y2J4
Q13627,Q15717
Q13627,Q52LA3
Q13627,Q6ZSY5
Q13627,Q86VQ1
Q13627,Q8N2M8
Q13627,Q8NCN4
Q13627,Q92561
Q13627,Q92628
Q13627,Q92793
Q13627,Q96EB6
Q13627,Q96FJ2
Q13627,Q96S94
Q13627,Q99683
Q13627,Q99728
Q13627,Q99962
Q13627,Q9BRK4
Q13627,Q9C073
Q13627,Q9H0W5
Q13627,Q9H2X6
Q13627,Q9NRM7
Q13627,Q9NYF3
Q13630,Q13630
Q13630,Q15293
Q13630,Q16576
Q13630,Q8WXX5
Q13630,Q96C19
Q13630,Q9BVS4
Q13630,Q9Y570
Q13634,Q9ULB4
Q13635,Q13635
Q13635,Q14623
Q13635,Q15465
Q13635,Q16656
Q13635,Q99835
Q13635,Q9H2X6
Q13636,Q15717
Q13636,Q16659
Q13636,Q7L2E3
Q13636,Q92542
Q13636,Q92887
Q13636,Q9NPJ3
Q13636,Q9UHA4
Q13636,Q9UKY7
Q13637,Q16656
Q13641,Q15019
Q13641,Q15393
Q13641,Q15424
Q13641,Q15459
Q13641,Q16181
Q13641,Q2TAY7
Q13641,Q53GS9
Q13641,Q5SSJ5
Q13641,Q92542
Q13641,Q96PK6
Q13641,Q99459
Q13641,Q9Y3B4
Q13642,Q14164
Q13642,Q14192
Q13642,Q14469
Q13642,Q14765
Q13642,Q15796
Q13642,Q16363
Q13642,Q16643
Q13642,Q16649
Q13642,Q53GG5
Q13642,Q5T1R4
Q13642,Q5VU43
Q13642,Q8WZ42
Q13642,Q96JQ2
Q13642,Q96LR5
Q13642,Q96SB4
Q13642,Q9BZ29
Q13642,Q9H3M7
Q13642,Q9HCE7
Q13642,Q9NUA8
Q13642,Q9UPN3
Q13642,Q9Y478
Q13642,Q9Y4E8
Q13643,Q13683
Q13643,Q14192
Q13643,Q14847
Q13643,Q15654
Q13643,Q15796
Q13643,Q5JR59
Q13643,Q5T6B4
Q13643,Q5TD97
Q13643,Q6UY14
Q13643,Q8HWS3
Q13643,Q8IXK0
Q13643,Q8NE01
Q13643,Q8TB93
Q13643,Q8TBB1
Q13643,Q96RN5
Q13643,Q9BTD8
Q13643,Q9BU66
Q13643,Q9H8V3
Q13643,Q9HBS6
Q13643,Q9P286
Q13651,Q13651
Q13651,Q9Y297
Q13671,Q13671
Q13671,Q15796
Q13683,Q13683
Q13683,Q14192
Q13683,Q99972
Q13685,Q53EL6
Q13685,Q6ZW49
Q13685,Q8IXH7
Q13685,Q9GZQ8
Q13685,Q9H7E9
Q13698,Q9H2K2
Q13698,Q9UQ26
Q13702,Q14118
Q13702,Q9H832
Q13705,A4D1W7
Q13705,Q15796
Q13705,Q53S46
Q13705,Q86TG7
Q13705,Q8N6C5
Q13705,Q8WUH2
Q13705,Q96RT1
Q13705,Q9NXA8
Q13705,Q9UK05
Q13705,Q9UNH7
Q13724,Q9NZ01
Q13733,Q86VP6
Q13733,Q92905
Q13740,Q13740
Q13746,Q96ID5
Q13748,D3DR86
Q13748,Q14164
Q13748,Q14831
Q13748,Q15628
Q13748,Q15653
Q13748,Q15717
Q13748,Q15750
Q13748,Q8IUQ4
Q13748,Q8WTW2
Q13748,Q92630
Q13748,Q92844
Q13748,Q99471
Q13748,Q99558
Q13748,Q99759
Q13748,Q9BZW7
Q13748,Q9NYJ8
Q13748,Q9UHD2
Q13748,Q9Y4K3
Q13748,Q9Y572
Q13748,Q9Y6K9
Q13751,Q13753
Q13751,Q16787
Q13753,Q99062
Q13753,Q9H6Q3
Q13761,Q13951
Q13761,Q15796
Q13761,Q15797
Q13761,Q15910
Q13761,Q8IXJ6
Q13761,Q92769
Q13761,Q99623
Q13761,Q99717
Q13761,Q9HAU4
Q13761,Q9HB58
Q13761,Q9HCE7
Q13761,Q9NQB0
Q13761,Q9NTG7
Q13761,Q9UKV0
Q13761,Q9UQL6
Q13765,Q15418
Q13765,Q5T3J3
Q13765,Q5UIP0
Q13765,Q6P1N9
Q13765,Q8NB12
Q13765,Q8WX93
Q13765,Q96ID5
Q13765,Q9BWH2
Q13765,Q9GZT6
Q13765,Q9H009
Q13765,Q9UKY1
Q13765,Q9Y5K5
Q13769,Q13838
Q13769,Q6I9Y2
Q13769,Q86V81
Q13769,Q86W42
Q13769,Q8N806
Q13769,Q8NI27
Q13769,Q8WU90
Q13769,Q8WXB4
Q13769,Q96FV9
Q13769,Q96J01
Q13769,Q96NB3
Q13769,Q99496
Q13769,Q9BUQ8
Q13769,Q9C0E2
Q13769,Q9UBU9
Q13769,Q9UDY2
Q13769,Q9Y2L8
Q13769,Q9Y3C6
Q13772,Q92831
Q13772,Q99700
Q13772,Q9UBS8
Q13794,Q13794
Q13794,Q15717
Q13794,Q16548
Q13794,Q7Z6Z7
Q13794,Q92843
Q13795,Q15438
Q13802,Q8IY31
Q13802,Q9P1R8
Q13802,Q9Y3C0
Q13813,Q14164
Q13813,Q14469
Q13813,Q14651
Q13813,Q15149
Q13813,Q15691
Q13813,Q15843
Q13813,Q16643
Q13813,Q16656
Q13813,Q16659
Q13813,Q504Q3
Q13813,Q5HYW5
Q13813,Q5SRE5
Q13813,Q5VSL9
Q13813,Q5VYK3
Q13813,Q86YD1
Q13813,Q8IVS2
Q13813,Q8IZP0
Q13813,Q8N3D4
Q13813,Q8TF05
Q13813,Q8TF42
Q13813,Q92889
Q13813,Q92905
Q13813,Q969G5
Q13813,Q96KA5
Q13813,Q96MT8
Q13813,Q99759
Q13813,Q9BWM7
Q13813,Q9BYB0
Q13813,Q9C0D5
Q13813,Q9GZR7
Q13813,Q9H4B6
Q13813,Q9H9G7
Q13813,Q9HAU0
Q13813,Q9HCE7
Q13813,Q9NP81
Q13813,Q9NPI8
Q13813,Q9NQX3
Q13813,Q9NRC8
Q13813,Q9NRI5
Q13813,Q9NUU7
Q13813,Q9NUX5
Q13813,Q9NV70
Q13813,Q9NYJ8
Q13813,Q9UBK7
Q13813,Q9UBY0
Q13813,Q9UGI8
Q13813,Q9UI08
Q13813,Q9UMR5
Q13813,Q9UMX5
Q13813,Q9Y237
Q13813,Q9Y2K1
Q13813,Q9Y566
Q13813,Q9Y572
Q13813,Q9Y5U2
Q13823,Q86VP6
Q13823,Q96T76
Q13823,Q9NRC8
Q13823,Q9NX58
Q13823,Q9NY93
Q13823,Q9P275
Q13823,Q9UN86
Q13825,Q16656
Q13829,Q1HWI7
Q13829,Q8IUH5
Q13829,Q8TB24
Q13829,Q8WZ19
Q13829,Q96GG9
Q13829,Q9H3F6
Q13835,Q15022
Q13835,Q5MNZ9
Q13835,Q9Y5K5
Q13838,Q14240
Q13838,Q14498
Q13838,Q15022
Q13838,Q15717
Q13838,Q16656
Q13838,Q6I9Y2
Q13838,Q6RFH5
Q13838,Q6Y2X3
Q13838,Q86V81
Q13838,Q86W42
Q13838,Q8N1K8
Q13838,Q8NI27
Q13838,Q8WVV9
Q13838,Q8WXA9
Q13838,Q92597
Q13838,Q92620
Q13838,Q96A72
Q13838,Q96FV9
Q13838,Q96J01
Q13838,Q96QD9
Q13838,Q99496
Q13838,Q99728
Q13838,Q9BRP8
Q13838,Q9BV28
Q13838,Q9H267
Q13838,Q9H2X6
Q13838,Q9HB07
Q13838,Q9NRL3
Q13838,Q9NZC7
Q13838,Q9UKY1
Q13838,Q9UQL6
Q13838,Q9Y3Y2
Q13838,Q9Y4Z0
Q13838,Q9Y5S9
Q13867,Q6FI68
Q13867,Q70EK8
Q13867,Q8WVZ9
Q13867,Q92905
Q13867,Q9BQ95
Q13867,Q9H0A6
Q13867,Q9H8Y8
Q13867,Q9NQ48
Q13867,Q9NR46
Q13867,Q9Y2H9
Q13867,Q9Y2K1
Q13867,Q9Y6Q5
